,學年度,設立別,學校類別,學校統計處代碼,學校名稱,系所代碼,系所名稱,日間/進修,學制班別,當學年度總量內核定新生招生名額(A),當學年度新生保留入學資格人數(B),當學年度總量內新生招生核定名額之實際註冊人數(C),當學年度各學系境外(新生)學生實際註冊人數 (E),當學年度新生註冊率(%)D=〔(C+E)/(A-B+E)〕＊100％,當學年度系所招生特色說明,當學年度招生特色說明資訊網
184,109,公立,技專校院,51,國立臺北商業大學,4131010,企業管理系碩士班,日間,碩士班,15,0,15,3,100.0,一、教育目標：本系碩士班主要以跨學科之整體性知識與實務專題研究能力為導向，著重培養兼具廣度與專業知識的中高階創新管理人才。  二、教學特色：(一)以強化資訊科技應用、培育多元的管理專才、提升外語能力及注重創新個案教學為導向之課程規劃，並開設多門與碩士在職專班合授課程，辦理多場業界專家學者講座，增加學生交流的機會，提供學生更多學習與發展的管道。(二)本系所師生產學研究合作案成果豐碩，透過對各項產學合作之參與執行，有助學生與就業市場接軌。(三)本系所與產業界建立良好互動關係，提供優質管理人才予企業主，其縮短本系所學生等待就業時間、提昇就業率、提昇就業起薪，以教學成果與學生畢業績效做口碑宣傳。,http://ba.ntub.edu.tw
185,109,公立,技專校院,51,國立臺北商業大學,4131010,企業管理系EMBA在職專班,在職,碩士班,26,0,26,0,100.0,一、教育目標：本系碩士在職專班主要以跨學科之整體性知識與實務專題研究能力為導向，著重培養兼具高階應用能力及企業管理能力之中高階管理決策人才。  二、教學特色：(一)以強化資訊科技應用、培育多元的管理專才、提升外語能力及注重創新個案教學為導向之課程規劃，並開設多門與碩士在職專班合授課程，辦理多場業界專家學者講座，增加學生交流的機會，提供學生更多學習與發展的管道。(二)本系所師生產學研究合作案成果豐碩，透過對各項產學合作之參與執行，有助學生與就業市場接軌。(三)本系所與產業界建立良好互動關係，提供優質管理人才予企業主，其縮短本系所學生等待就業時間、提昇就業率、提昇就業起薪，以教學成果與學生畢業績效做口碑宣傳。,http://ba.ntub.edu.tw
186,109,公立,技專校院,51,國立臺北商業大學,4131010,企業管理科,進修,二專,221,0,221,0,100.0,一、教育目標：(一)培養術德兼備，理論與實務兼具之管理人才。(二)培養學術研究之創新、優質之教學環境、使學生具備分析、獨立思考、專業、負責與解決問題之能力，以及前瞻性、國際化視野及管理能力。 二、發展特色: (一)本系將『行銷與流通管理』訂為系科發展特色。 (二) 成立『流通管理中心』。 (三) 成立跨系科之行銷流通學程。 (四) 99學年度增設五專菁英班。 (五) 辦理學士後第二專長學士學位學程。 (六) 結合系友會的資源，強化畢業系友支援母系的發展運作。 (七) 配合學校中長程計畫改制商業大學，本系亦計畫成立企業管理研究所。 (八) 於平鎮校區推動全球運籌管理學程，並將實施全英語教學環境。?,http://ejc.ntub.edu.tw
187,109,公立,技專校院,51,國立臺北商業大學,4131010,企業管理科,日間,五專,50,0,49,0,98.0,一、教育目標：本系以「培養全方位企業管理人才」作為培育目標，以提升學生具備高品格、國際觀與實務技能之商業管理決策人才。  二、發展特色:  1、 本系所發展特色聚焦於培育『流通服務暨連鎖加盟產業』管理專才。  2、 成立跨系科之行銷流通學程。  3、 系科課程規畫四大模組，分別為「行銷與流通」、「財務與會計」及「組織與人資」、「作業與創新」，藉此四大模組課程支援本系『流通服務暨連鎖加盟產業』發展。  4、 結合系友會的資源，強化畢業系友支援母系的發展運作。  5、 辦理大師系列講座課程以及業師協同教學，增進學生實務技能。  6、本系所為提升教師研發能力及拓展產學合作推廣，持續改善產學優質環境，規劃產學合作空間及研究中心。目前設有「數位應用產學合作中心」、「流通管理研究中心」、「連鎖加盟經營管理與法律研究中心」及「東協經營管理研究中心」，透過跨校學術研究及產學合作活動，結合本校教師及產業界專家，積極辦理產學合作與專業人才培訓。,http://ba.ntub.edu.tw
188,109,公立,技專校院,51,國立臺北商業大學,4141011,國際貿易科,日間,五專,50,0,48,2,96.15,(一)教學特色－1.培育專業素養：(1)配合就業市場發展與本系專長，持續修訂本位課程。(2)結合國際商務與商展講座之課程，參與全國性競賽。(3)開設國際商務研究所，提供學生進修管道與系內學術風氣。(4) 提升就業競爭力，強化證照輔導。(5)提升教學品質，增進學習成效。(6 )實務性課程規劃實務講座與資訊系統模擬操作，以增加實做經驗。(7)擴大企業實習、企業參訪、就業講座等增進學生職場經驗。(8)提升教師職能，強化教學品質。2.增廣國際視野：(1)提升國際化能力，規劃多元化語言課程，強化外語能力。(2)提升整合性能力，規劃「國際學程」全英語授課課程。(3)邀請國外專家學者短期講學。(4)國際交流及國外參訪。(二)落實社會關懷－1.推展本系品格領導教育。2.開設服務學習課程,http://ib.ntub.edu.tw/
189,109,公立,技專校院,51,國立臺北商業大學,4141012,國際商務系,日間,學士班(含四技),58,0,58,12,100.0,(一)教學特色－1.培育專業素養：(1)配合就業市場發展與本系專長，持續修訂本位課程。(2)結合國際商務與商展講座之課程，參與全國性競賽。(3)開設國際商務研究所，提供學生進修管道與系內學術風氣。(4) 提升就業競爭力，強化證照輔導。(5)提升教學品質，增進學習成效。(6 )實務性課程規劃實務講座與資訊系統模擬操作，以增加實做經驗。(7)擴大企業實習、企業參訪、就業講座等增進學生職場經驗。(8)提升教師職能，強化教學品質。2.增廣國際視野：(1)提升國際化能力，規劃多元化語言課程，強化外語能力。(2)提升整合性能力，規劃「國際學程」全英語授課課程。(3)邀請國外專家學者短期講學。(4)國際交流及國外參訪。(二)落實社會關懷－1.推展本系品格領導教育。2.開設服務學習課程,http://ib.ntub.edu.tw/
190,109,公立,技專校院,51,國立臺北商業大學,4141012,國際商務系,日間,二年制大學(二技),35,0,35,0,100.0,(一)教學特色－1.培育專業素養：(1)配合就業市場發展與本系專長，持續修訂本位課程。(2)結合國際商務與商展講座之課程，參與全國性競賽。(3)開設國際商務研究所，提供學生進修管道與系內學術風氣。(4) 提升就業競爭力，強化證照輔導。(5)提升教學品質，增進學習成效。(6 )實務性課程規劃實務講座與資訊系統模擬操作，以增加實做經驗。(7)擴大企業實習、企業參訪、就業講座等增進學生職場經驗。(8)提升教師職能，強化教學品質。2.增廣國際視野：(1)提升國際化能力，規劃多元化語言課程，強化外語能力。(2)提升整合性能力，規劃「國際學程」全英語授課課程。(3)邀請國外專家學者短期講學。(4)國際交流及國外參訪。(二)落實社會關懷－1.推展本系品格領導教育。2.開設服務學習課程,http://ib.ntub.edu.tw/
191,109,公立,技專校院,51,國立臺北商業大學,4141012,國際商務系,進修,學士班(含四技),42,1,39,0,95.12,1.「商務外語能力」與三大專業領域之整合學習2.專業實務實習3.專業畢業門檻4.專業資訊化能力養成5.推展本系品格領導教,http://ib.ntub.edu.tw/
192,109,公立,技專校院,51,國立臺北商業大學,4141012,國際商務系碩士班,日間,碩士班,14,0,14,0,100.0,(一)教學特色－1.培育專業素養：(1)配合就業市場發展與本系專長，持續修訂本位課程。(2)結合國際商務與商展講座之課程，參與全國性競賽。(3)開設國際商務研究所，提供學生進修管道與系內學術風氣。(4) 提升就業競爭力，強化證照輔導。(5)提升教學品質，增進學習成效。(6 )實務性課程規劃實務講座與資訊系統模擬操作，以增加實做經驗。(7)擴大企業實習、企業參訪、就業講座等增進學生職場經驗。(8)提升教師職能，強化教學品質。2.增廣國際視野：(1)提升國際化能力，規劃多元化語言課程，強化外語能力。(2)提升整合性能力，規劃「國際學程」全英語授課課程。(3)邀請國外專家學者短期講學。(4)國際交流及國外參訪。(二)落實社會關懷－1.推展本系品格領導教育。2.開設服務學習課程,http://ib.ntub.edu.tw
193,109,公立,技專校院,51,國立臺北商業大學,4191025,財經學院博士班,日間,博士班,3,0,3,0,100.0,"近年來，數位經濟已成為國家社會進步暨經濟轉型的機會，也是企業的重要挑戰，全球隨著萬物聯綱（Internet of Everything, 簡稱IoE）、雲端運算（服務）、網路科技、行動科技及大數據的發展趨勢，產業也同時面臨商業模式之破壞式創新。因應數位經濟與人才培育需要，本校財經學院博士班應運而生，並於2019年8月開始招生。博士班課程的規畫主要是為契合此一國際發展趨勢，對於因應我國政府產業政策之發展及企業商業模式之創新，期望能提供數位經濟發展所需之商業人才，以培養企業主管人才具備E化之「公司治理、風險管理與法規遵循（法遵科技）」的管理能力。",https://cob.ntub.edu.tw/p/412-1016-4541.php?Lang=zh-tw
194,109,公立,技專校院,51,國立臺北商業大學,4199021,貿易實務法律暨談判碩士學位學程,日間,碩士班,11,0,10,1,91.67,循著「實務導向」及「國際導向」為產業界培育兼具整合性經貿法律專業知識與英語交涉能力的實戰人才，乃本學程之基本定位。在「實務導向」及「國際導向」的原則下，所謂「整合性經貿法律專業知識」，是著眼於經貿實務，以實用法律知識為經，廣博的財經知識為緯的一套綜合性應用性知識體系。而所謂「英語交涉能力」並非以英語文能力為已足，而是一套融合了理論與實務的跨國界溝通、說服、談判概念與技巧,https://mplngt.ntub.edu.tw/p/412-1040-2764.php?Lang=zh-tw
195,109,公立,技專校院,51,國立臺北商業大學,6131017,資訊管理系,日間,學士班(含四技),25,0,28,1,100.0,課程規劃：本系依社經環境、現有師資與課程及學生歷年發展專題方向，制定『企業e化服務』、『行動數位服務』為本系兩大主要發展方向，我們以此兩大主軸作為本系課程教學與學術研究的努力目標，以期建立本系特色及提升學生就業競爭力。  未來發展：程式設計師、MIS工程師、企業資源規劃工程師、網路行銷企劃師、專案管理師、資料庫管理師、其他資訊相關人員。,http://imd.ntub.edu.tw/
196,109,公立,技專校院,51,國立臺北商業大學,6131017,資訊管理系,日間,二年制大學(二技),29,0,34,0,100.0,課程規劃：本系依社經環境、現有師資與課程及學生歷年發展專題方向，制定『企業e化服務』、『行動數位服務』為本系兩大主要發展方向，我們以此兩大主軸作為本系課程教學與學術研究的努力目標，以期建立本系特色及提升學生就業競爭力。  未來發展：程式設計師、MIS工程師、企業資源規劃工程師、網路行銷企劃師、專案管理師、資料庫管理師、其他資訊相關人員。,http://imd.ntub.edu.tw/
197,109,公立,技專校院,51,國立臺北商業大學,6131017,資訊管理系,進修,學士班(含四技),43,0,49,0,100.0,教學特色：以企業e化服務及行動數位服務兩大特色為發展導向，課程分為資訊技術及資訊管理二類，並鼓勵學生多方面參與競賽累積專業實力。  就業發展：程式設計師、系統分析師、資料庫管理師、網路規劃工程師、一般商業機構或政府機關之資訊部門工作等。,http://imd.ntub.edu.tw/
198,109,公立,技專校院,51,國立臺北商業大學,6131017,資訊管理系,進修,二年制大學(二技),66,1,75,0,100.0,課程規劃著重於培育學生具備廣泛而充實的資訊技術與管理基礎知識，並重視電子商務的運用、數位學習以及其他的資訊管理相關知識。同時對資訊系統與管理實務的問題具有規劃、分析與決策的能力。培養兼具資訊科技與管理科學專業知識之人才，使能從事企業資訊系統之規劃、開發、管理與效能評估等工作,http://imd.ntub.edu.tw/
199,109,公立,技專校院,51,國立臺北商業大學,6131017,資訊管理科,日間,五專,50,0,50,0,100.0,教學特色：本科以企業e化服務及行動數位服務二大特色為發展導向。配合商業技術應用及國家重點發展方針，培育基礎、中階、中高階資訊管理專業人才。重視學生技能與實務能力的培養，加強專題製作及技能檢定等多方面養成教育。  課程規劃：課程分為資訊技術及資訊管理二類，資訊技術類包括網路、資料庫、程式設計及多媒體應用等；資訊管理類包括管理資訊系統、網路行銷及行動商務等。並配合二大發展特色進行專題實作課程，鼓勵學生多方面參與競賽累積專業實力。  學生出路：國內外資訊相關領域二技或大學等。  就業發展：程式設計師、系統分析師、資料庫管理師、網路規劃工程師、企業資訊化顧問及一般商業機構或政府機關之資訊部門工作等。,http://imd.ntub.edu.tw/
200,109,公立,技專校院,51,國立臺北商業大學,6131018,資訊與決策科學研究所,日間,碩士班,15,0,18,0,100.0,"(一) 培育目標明確 :訂定「資管專才」、「務實學習」、「網路達人」、「創新研究」、「國際宏觀」五項核心能力指標，以培養學生具備整合資訊技術與決策能力之高階資訊決策專業人才。(二) 專題演講課程密集、定期舉辦企業參訪活動、積極舉辦學術研討會,藉此增進學生專業素養及學術交流。(三)學術論文發表數量穩、研究計畫成果豐碩,以提昇論文撰寫能力。鼓勵學生參與國際性或全國性學術研討會，進行論文發表。(三)加強英語培育能力、鼓勵學生考取專業證照。(四)開拓產業碩士專班 :配合政府經濟發展與社會需求，厚植研發潛力，加速科技產業發展，以培養企業所需之高階資訊技術專業人才。(十)執行特色典範計畫:執行教育部補助技專校院建立特色典範計畫「運用開放源碼統計軟體建置商管學院教學、研發與產學合作平台計畫」。計畫執行成效包括校園無線網路建置、伺服器及網站架設、R教學研發專業教室規劃等",http://ids.ntub.edu.tw/
201,110,公立,技專校院,51,國立臺北商業大學,2112007,數位多媒體設計系,日間,學士班(含四技),40,0,39,0,97.5,本系教育目標為「培育具有人文關懷及創客思維的實務型遊戲與動畫人才」，以「數位遊戲設計」、「數位動畫設計」為教學兩大主軸。其中「數位遊戲設計」以遊戲企劃、遊戲美術為主，程式設計為輔，利用角色、場景、關卡設計與動畫特效，將人機互動應用在學習及娛樂上，並在電腦及行動設備展示成果；而「數位動畫設計」則以故事、角色、影片、音樂、文字及聲音整合包裝創意，經過後製修飾，成為可以感動人心的作品。 本系以訓練學生達成「創藝科技」（CAST，Creative， Art， Science， Technology）為目標，所謂「創（Creative）」即是以創意活躍學生思維行動能力（Activity）。所謂「藝（Arts）」即是以藝術美學提升學生人文涵養（Accomplishment）。所謂「科（Science）」即是以科學清晰學生創意實作方法（Approach）。所謂「技（Technology）」即是以技術精湛,http://dmd.ntub.edu.tw/
202,110,公立,技專校院,51,國立臺北商業大學,2112007,數位多媒體設計系,進修,學士班(含四技),50,0,49,0,98.0,本系教育目標為「培育具有人文關懷及創客思維的實務型遊戲與動畫人才」，以「數位遊戲設計」、「數位動畫設計」為教學兩大主軸。其中「數位遊戲設計」以遊戲企劃、遊戲美術為主，程式設計為輔，利用角色、場景、關卡設計與動畫特效，將人機互動應用在學習及娛樂上，並在電腦及行動設備展示成果；而「數位動畫設計」則以故事、角色、影片、音樂、文字及聲音整合包裝創意，經過後製修飾，成為可以感動人心的作品。 本系以訓練學生達成「創藝科技」（CAST，Creative， Art， Science， Technology）為目標，所謂「創（Creative）」即是以創意活躍學生思維行動能力（Activity）。所謂「藝（Arts）」即是以藝術美學提升學生人文涵養（Accomplishment）。所謂「科（Science）」即是以科學清晰學生創意實作方法（Approach）。所謂「技（Technology）」即是以技術精湛,http://dmd.ntub.edu.tw/
203,110,公立,技專校院,51,國立臺北商業大學,2122015,商業設計管理系,日間,學士班(含四技),33,0,31,5,94.74,本系設立之目標在因應社會趨勢與產業發展之所需，以培養具商業化思維之設計應用之專業人才為主要任務。在教學課程方面，透過厚植學生之商業思維，發揮設計目標上的總體效益；在核心能力方面，透過專題培養學生創新能力，創造設計商業化之競爭力；在實務技能方面，本系極積與企業建立產學合作與職場實習，務實學生設計應用能力；在國際視野上，鼓勵師生參與國際競賽，提升宏觀設計視野。課程主要涵蓋商業設計能力、行銷企劃經營、創新創業學分學程等三大領域，以培育富有多元思考、設計創意、創新管理、設計專業知識、以及人文素養的全方位設計管理人才。本系就業方向可投入設計管理方面的產業，擔任包括行銷企劃專員、視覺傳達/平面設計師、形象與包裝設計師、專案管理師、產品企劃專員、或自行創業等工作。,http://cdm.ntub.edu.tw/
204,110,公立,技專校院,51,國立臺北商業大學,2122015,商業設計管理系,日間,二年制大學(二技),35,0,35,0,100.0,本系設立之目標在因應社會趨勢與產業發展之所需，以培養具商業化思維之設計應用之專業人才為主要任務。在教學課程方面，透過厚植學生之商業思維，發揮設計目標上的總體效益；在核心能力方面，透過專題培養學生創新能力，創造設計商業化之競爭力；在實務技能方面，本系極積與企業建立產學合作與職場實習，務實學生設計應用能力；在國際視野上，鼓勵師生參與國際競賽，提升宏觀設計視野。課程主要涵蓋商業設計能力、行銷企劃經營、創新創業學分學程等三大領域，以培育富有多元思考、設計創意、創新管理、設計專業知識、以及人文素養的全方位設計管理人才。本系就業方向可投入設計管理方面的產業，擔任包括行銷企劃專員、視覺傳達/平面設計師、形象與包裝設計師、專案管理師、產品企劃專員、或自行創業等工作。,http://cdm.ntub.edu.tw/
205,110,公立,技專校院,51,國立臺北商業大學,2122024,創意設計與經營研究所,日間,碩士班,9,0,9,2,100.0,配合本校的發展願景，凸顯本校以「商業」及「創新」為專長領域之教學特色，整合科技與設計及經營，達成創新創業之設計加值，重視整合創意設計與行銷管理，聚焦於「創意設計、創新經營與知識整合」之學術研究與實務應用，研訂學生應具備 （1）知識整合與設計思維能力；（2）數位行銷與品牌經營能力；以及（3）創意激發與創業管理能力等之核心能力，並以培育具備整合「創意設計」與「經營管理」之跨領域高階人才為教育目標。本研究所為配合國內設計產業發展趨勢與人才需求，根據本研究之發展定位，擬定以「創意設計」與「創新經營」及「知識整合」為發展重點，未來發展架構如圖1所示。 另外，本研究所將善用國內既有的教育資源，建立策略聯盟，在課程及教學活動上進行資源共享，並尋求各學會或協會在課程、業界師資、以及實習等方面之支援與協助，以體現「理論」與「實務」結合之目標。,http://icdm.ntub.edu.tw/
206,110,公立,技專校院,51,國立臺北商業大學,2122026,創意科技與產品設計系(原為商品創意經營系),日間,學士班(含四技),45,0,44,0,97.78,1.提升學生之文化美學素養，具有靈活的創意思考能力，以孕育文化創意人才。 2.訓練學生充實語文表達、商業管理和美學設計技能。 3.理論與實務並重，配合業界或國家政策之需求，成為未來創意產業之重要尖兵。 4.聯結區域特色，結合航空城與當地產業與社區特色， 攜手共創榮景。 5.加強學術文化交流，定期辦理相關講座、研討會，或與業界作資源、經驗之交流，以促進學術研究之進步。 6.產學研發交流，推動學術研究與實務之配合，鼓勵教師爭取國家型計畫以及桃園航空城相關產業計畫，舉如提供人才服務升級培訓計畫等。 7.鼓勵取得證照和參加國內外競賽。 8.聘請業界教師協同教學，強化學生與業界的聯結。,http://htttp://ctd.ntub.edu.tw
207,110,公立,技專校院,51,國立臺北商業大學,2122026,創意科技與產品設計系,日間,二年制大學(二技),29,0,29,0,100.0,1.提升學生之文化美學素養，具有靈活的創意思考能力，以孕育文化創意人才。 2.訓練學生充實語文表達、商業管理和美學設計技能。 3.理論與實務並重，配合業界或國家政策之需求，成為未來創意產業之重要尖兵。 4.聯結區域特色，結合航空城與當地產業與社區特色， 攜手共創榮景。 5.加強學術文化交流，定期辦理相關講座、研討會，或與業界作資源、經驗之交流，以促進學術研究之進步。 6.產學研發交流，推動學術研究與實務之配合，鼓勵教師爭取國家型計畫以及桃園航空城相關產業計畫，舉如提供人才服務升級培訓計畫等。 7.鼓勵取得證照和參加國內外競賽。 8.聘請業界教師協同教學，強化學生與業界的聯結。,http://ctd.ntub.edu.tw
208,110,公立,技專校院,51,國立臺北商業大學,2311006,應用外語系,日間,學士班(含四技),24,0,24,4,100.0,(一)承襲傳統、創新進步:承襲優良傳統及資源，亦具新設科系追求創新進步之動能。(二)師資優良、領先他校:師資素以經驗豐富、教學認真著稱，近年來復積極延攬具備全外語授課能力之國內外優秀學者，大幅強化師資陣容。(三)全面小班、厚植基礎:以「厚植基礎，多元應用」為方針，重視英語聽說讀寫譯基礎訓練，實施小班教學，以提升學生英語能力。(四)五類課程、聚焦而多元:課程設計符合產業界需求為主軸之「外語+經貿實務+電腦應用+團隊互動」培育套案，一方面拉出明確之培育主軸同時，另一方面鼓勵學生適才適性多元發展。 (五)教室e化設備充實，以提高學生學習效果。(六)畢業出路、升學就業皆宜:培育各行各業外語(尤其英語)人才為目標，尤其聚焦於國際商務、外語教學、翻譯、文化創意等行業。並兼顧學生升學之需求，兼顧學生升學之需求，輔導其繼續於大學、技職院校相關科系或研究所深造。,http://htttp://afl.ntub.edu.tw/
209,110,公立,技專校院,51,國立臺北商業大學,2311006,應用外語系,日間,二年制大學(二技),29,0,29,0,100.0,(一)承襲傳統、創新進步:承襲優良傳統及資源，亦具新設科系追求創新進步之動能。(二)師資優良、領先他校:師資素以經驗豐富、教學認真著稱，近年來復積極延攬具備全外語授課能力之國內外優秀學者，大幅強化師資陣容。(三)全面小班、厚植基礎:以「厚植基礎，多元應用」為方針，重視英語聽說讀寫譯基礎訓練，實施小班教學，以提升學生英語能力。(四)五類課程、聚焦而多元:課程設計符合產業界需求為主軸之「外語+經貿實務+電腦應用+團隊互動」培育套案，一方面拉出明確之培育主軸同時，另一方面鼓勵學生適才適性多元發展。 (五)教室e化設備充實，以提高學生學習效果。(六)畢業出路、升學就業皆宜:培育各行各業外語(尤其英語)人才為目標，尤其聚焦於國際商務、外語教學、翻譯、文化創意等行業。並兼顧學生升學之需求，兼顧學生升學之需求，輔導其繼續於大學、技職院校相關科系或研究所深造。,http://afl.ntub.edu.tw
210,110,公立,技專校院,51,國立臺北商業大學,2311006,應用外語系,進修,二年制大學(二技),80,0,78,0,97.5,(一)承襲傳統、創新進步:承襲優良傳統及資源，亦具新設科系追求創新進步之動能。(二)師資優良、領先他校:師資素以經驗豐富、教學認真著稱，近年來復積極延攬具備全外語授課能力之國內外優秀學者，大幅強化師資陣容。(三)全面小班、厚植基礎:以「厚植基礎，多元應用」為方針，重視英語聽說讀寫譯基礎訓練，實施小班教學，以提升學生英語能力。(四)五類課程、聚焦而多元:課程設計符合產業界需求為主軸之「外語+經貿實務+電腦應用+團隊互動」培育套案，一方面拉出明確之培育主軸同時，另一方面鼓勵學生適才適性多元發展。 (五)教室e化設備充實，以提高學生學習效果。(六)畢業出路、升學就業皆宜:培育各行各業外語(尤其英語)人才為目標，尤其聚焦於國際商務、外語教學、翻譯、文化創意等行業。並兼顧學生升學之需求，兼顧學生升學之需求，輔導其繼續於大學、技職院校相關科系或研究所深造。,https://afl.ntub.edu.tw/
211,110,公立,技專校院,51,國立臺北商業大學,2311006,應用外語科,進修,二專,50,0,50,0,100.0,(一)承襲傳統、創新進步:承襲優良傳統及資源，亦具新設科系追求創新進步之動能。(二)師資優良、領先他校:師資素以經驗豐富、教學認真著稱，近年來復積極延攬具備全外語授課能力之國內外優秀學者，大幅強化師資陣容。(三)全面小班、厚植基礎:以「厚植基礎，多元應用」為方針，重視英語聽說讀寫譯基礎訓練，實施小班教學，以提升學生英語能力。(四)五類課程、聚焦而多元:課程設計符合產業界需求為主軸之「外語+經貿實務+電腦應用+團隊互動」培育套案，一方面拉出明確之培育主軸同時，另一方面鼓勵學生適才適性多元發展。 (五)教室e化設備充實，以提高學生學習效果。(六)畢業出路、升學就業皆宜:培育各行各業外語(尤其英語)人才為目標，尤其聚焦於國際商務、外語教學、翻譯、文化創意等行業。並兼顧學生升學之需求，兼顧學生升學之需求，輔導其繼續於大學、技職院校相關科系或研究所深造。,http://afl.ntub.edu.tw/
212,110,公立,技專校院,51,國立臺北商業大學,2311006,應用外語科,日間,五專,50,0,43,4,87.04,(一)承襲傳統、創新進步:承襲優良傳統及資源，亦具新設科系追求創新進步之動能。(二)師資優良、領先他校:師資素以經驗豐富、教學認真著稱，近年來復積極延攬具備全外語授課能力之國內外優秀學者，大幅強化師資陣容。(三)全面小班、厚植基礎:以「厚植基礎，多元應用」為方針，重視英語聽說讀寫譯基礎訓練，實施小班教學，以提升學生英語能力。(四)五類課程、聚焦而多元:課程設計符合產業界需求為主軸之「外語+經貿實務+電腦應用+團隊互動」培育套案，一方面拉出明確之培育主軸同時，另一方面鼓勵學生適才適性多元發展。 (五)教室e化設備充實，以提高學生學習效果。(六)畢業出路、升學就業皆宜:培育各行各業外語(尤其英語)人才為目標，尤其聚焦於國際商務、外語教學、翻譯、文化創意等行業。並兼顧學生升學之需求，兼顧學生升學之需求，輔導其繼續於大學、技職院校相關科系或研究所深造。,http://afl.ntub.edu.tw
213,110,公立,技專校院,51,國立臺北商業大學,4111009,會計資訊系,日間,學士班(含四技),38,0,37,4,97.62,一、專業智能:(一)培養學生兼具會計、審計、稅務、金融及商管等專業知識與實務技能。(二)藉由校外企業實務實習、業界教師、企業參訪、及實務課程，以培養實務技能。(三)輔導學生取得相關證照，以培養具備專業實務技能。二、資訊技術:整合資訊系統於會計、審計、稅務及財金等專業課程，培養學生具備資訊技術應用能力。三、職業道德:培養學生具有企業倫理、職業道德及敬業服務的精神與態度。四、思辯表達:團隊合作、表達溝通、領導協商及分析思考的能力。五、國際視野:(一).培養學生具備英文閱讀、書寫及通過英文檢定 。(二)鼓勵參加國際性競賽與學術交流活動，增進國際觀。(三)培養對多元文化的認知、國際企業財務報表，以及前瞻性、國際化視野之能力。六、服務學習:培養學生具備服務社會之利他價值觀，參與志工團隊，關懷弱勢、服務人群及回饋社會的能力。,http://htttp://ai.ntub.edu.tw/
214,110,公立,技專校院,51,國立臺北商業大學,4111009,會計資訊系,日間,二年制大學(二技),27,0,27,0,100.0,一、專業智能:(一)培養學生兼具會計、審計、稅務、金融及商管等專業知識與實務技能。(二)藉由校外企業實務實習、業界教師、企業參訪、及實務課程，以培養實務技能。(三)輔導學生取得相關證照，以培養具備專業實務技能。二、資訊技術:整合資訊系統於會計、審計、稅務及財金等專業課程，培養學生具備資訊技術應用能力。三、職業道德:培養學生具有企業倫理、職業道德及敬業服務的精神與態度。四、思辯表達:團隊合作、表達溝通、領導協商及分析思考的能力。五、國際視野:(一).培養學生具備英文閱讀、書寫及通過英文檢定 。(二)鼓勵參加國際性競賽與學術交流活動，增進國際觀。(三)培養對多元文化的認知、國際企業財務報表，以及前瞻性、國際化視野之能力。六、服務學習:培養學生具備服務社會之利他價值觀，參與志工團隊，關懷弱勢、服務人群及回饋社會的能力。,https://ai.ntub.edu.tw/
215,110,公立,技專校院,51,國立臺北商業大學,4111009,會計資訊系,進修,學士班(含四技),42,0,40,0,95.24,一、專業智能:(一)培養學生兼具會計、審計、稅務、金融及商管等專業知識與實務技能。(二)藉由校外企業實務實習、業界教師、企業參訪、及實務課程，以培養實務技能。(三)輔導學生取得相關證照，以培養具備專業實務技能。二、資訊技術:整合資訊系統於會計、審計、稅務及財金等專業課程，培養學生具備資訊技術應用能力。三、職業道德:培養學生具有企業倫理、職業道德及敬業服務的精神與態度。四、思辯表達:團隊合作、表達溝通、領導協商及分析思考的能力。五、國際視野:(一).培養學生具備英文閱讀、書寫及通過英文檢定 。(二)鼓勵參加國際性競賽與學術交流活動，增進國際觀。(三)培養對多元文化的認知、國際企業財務報表，以及前瞻性、國際化視野之能力。六、服務學習:培養學生具備服務社會之利他價值觀，參與志工團隊，關懷弱勢、服務人群及回饋社會的能力。,http://ai.ntub.edu.tw/
216,110,公立,技專校院,51,國立臺北商業大學,4111009,會計資訊系,進修,二年制大學(二技),45,0,44,0,97.78,一、專業智能:(一)培養學生兼具會計、審計、稅務、金融及商管等專業知識與實務技能。(二)藉由校外企業實務實習、業界教師、企業參訪、及實務課程，以培養實務技能。(三)輔導學生取得相關證照，以培養具備專業實務技能。二、資訊技術:整合資訊系統於會計、審計、稅務及財金等專業課程，培養學生具備資訊技術應用能力。三、職業道德:培養學生具有企業倫理、職業道德及敬業服務的精神與態度。四、思辯表達:團隊合作、表達溝通、領導協商及分析思考的能力。五、國際視野:(一).培養學生具備英文閱讀、書寫及通過英文檢定 。(二)鼓勵參加國際性競賽與學術交流活動，增進國際觀。(三)培養對多元文化的認知、國際企業財務報表，以及前瞻性、國際化視野之能力。六、服務學習:培養學生具備服務社會之利他價值觀，參與志工團隊，關懷弱勢、服務人群及回饋社會的能力。,https://ai.ntub.edu.tw/
